genome_id,gtdb_classification,Database
020-NO1-03.bin.3.357,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__,MiDAS Global
020-NO1-03.bin.3.369,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__JADKJR01;s__,MiDAS Global
020-NO1-03.bin.3.374,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__,MiDAS Global
020-NO1-03.bin.3.443,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__CAILAD01;f__CAILAD01;g__CAILAD01;s__,MiDAS Global
020-NO1-03.bin.3.492,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__,MiDAS Global
020-NO1-03.bin.3.553,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__,MiDAS Global
020-NO1-03.bin.3.591,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__,MiDAS Global
020-NO1-03.bin.3.593,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__,MiDAS Global
020-NO1-03.bin.3.601,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,MiDAS Global
020-NO1-03.bin.3.614,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Albitalea;s__,MiDAS Global
020-NO1-03.bin.3.620,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,MiDAS Global
020-NO1-03.bin.3.635,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__,MiDAS Global
020-NO1-03.bin.3.655,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__,MiDAS Global
020-NO1-03.bin.3.672,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__CAINMV01;g__CAINMV01;s__,MiDAS Global
020-NO1-03.bin.3.674,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
020-NO1-03.bin.3.675,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Daejeonella;s__,MiDAS Global
020-NO1-03.bin.3.704,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA2796;g__JAHBVK01;s__,MiDAS Global
020-NO1-03.bin.3.739,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__JADKIH01;s__,MiDAS Global
020-NO1-03.bin.3.842,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__;s__,MiDAS Global
020-NO1-03.bin.3.866,d__Bacteria;p__Bacillota_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__JAAZIN01;s__JAAZIN01 sp012800855,MiDAS Global
020-NO1-03.bin.3.883,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
020-NO1-03.bin.3.888,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__,MiDAS Global
020-NO1-03.bin.4.142,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGQNR01;s__,MiDAS Global
020-NO1-03.bin.4.339,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JANXVY01;s__,MiDAS Global
020-NO1-03.bin.4.423,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__,MiDAS Global
020-NO1-03.bin.4.531,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__UBA9547;g__UBA9547;s__,MiDAS Global
020-NO1-03.bin.4.593,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__,MiDAS Global
020-NO1-03.bin.4.674,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Paludibaculum;s__,MiDAS Global
020-NO1-03.bin.4.844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__,MiDAS Global
020-NO1-03.bin.c.8,Unclassified Bacteria,MiDAS Global
021-CZ-11.bin.2.100,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JALYRS01;s__,MiDAS Global
021-CZ-11.bin.2.101,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__GWB1-39-10;s__,MiDAS Global
021-CZ-11.bin.2.104,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__JAUPWD01;s__,MiDAS Global
021-CZ-11.bin.2.105,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__CAIPTA01;f__CAIPTA01;g__JAKFYM01;s__,MiDAS Global
021-CZ-11.bin.2.106,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA8515;s__,MiDAS Global
021-CZ-11.bin.2.111,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__JAGOQQ01;s__,MiDAS Global
021-CZ-11.bin.2.121,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__RBG-16-40-8;s__,MiDAS Global
021-CZ-11.bin.2.133,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.134,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.141,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__SKUG01;g__JAGQUL01;s__,MiDAS Global
021-CZ-11.bin.2.143,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__;g__;s__,MiDAS Global
021-CZ-11.bin.2.150,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.161,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA5272;g__;s__,MiDAS Global
021-CZ-11.bin.2.163,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.167,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PALSA-1355;g__;s__,MiDAS Global
021-CZ-11.bin.2.17,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__,MiDAS Global
021-CZ-11.bin.2.170,d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__;g__;s__,MiDAS Global
021-CZ-11.bin.2.172,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA8401;g__UBA8401;s__,MiDAS Global
021-CZ-11.bin.2.177,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.179,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__JACKCO01;s__,MiDAS Global
021-CZ-11.bin.2.181,d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__;s__,MiDAS Global
021-CZ-11.bin.2.186,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Paracaedibacterales;f__VGCI01;g__VGCI01;s__,MiDAS Global
021-CZ-11.bin.2.187,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__CAIVKH01;f__CAIVKH01;g__;s__,MiDAS Global
021-CZ-11.bin.2.190,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__,MiDAS Global
021-CZ-11.bin.2.194,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp017994575,MiDAS Global
021-CZ-11.bin.2.195,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio_C;s__,MiDAS Global
021-CZ-11.bin.2.200,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__JADZDL01;s__,MiDAS Global
021-CZ-11.bin.2.22,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.227,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__,MiDAS Global
021-CZ-11.bin.2.232,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Villigracilis;s__,MiDAS Global
021-CZ-11.bin.2.239,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JADLDI01;s__,MiDAS Global
021-CZ-11.bin.2.25,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__JABDDJ01;g__JABDDJ01;s__,MiDAS Global
021-CZ-11.bin.2.255,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp016721865,MiDAS Global
021-CZ-11.bin.2.257,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__JAGDMK01;s__,MiDAS Global
021-CZ-11.bin.2.262,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__Promineifilum;s__,MiDAS Global
021-CZ-11.bin.2.264,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__,MiDAS Global
021-CZ-11.bin.2.268,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__CAIXSY01;g__;s__,MiDAS Global
021-CZ-11.bin.2.269,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,MiDAS Global
021-CZ-11.bin.2.270,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
021-CZ-11.bin.2.271,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.274,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__CAIPTA01;f__CAIPTA01;g__CAIPTA01;s__,MiDAS Global
021-CZ-11.bin.2.279,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Zapsychraceae;g__JAGOSC01;s__,MiDAS Global
021-CZ-11.bin.2.285,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,MiDAS Global
021-CZ-11.bin.2.29,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Paludibaculum;s__,MiDAS Global
021-CZ-11.bin.2.301,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,MiDAS Global
021-CZ-11.bin.2.309,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JAEUNJ01;s__,MiDAS Global
021-CZ-11.bin.2.332,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__,MiDAS Global
021-CZ-11.bin.2.342,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADLFU01;s__,MiDAS Global
021-CZ-11.bin.2.344,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,MiDAS Global
021-CZ-11.bin.2.347,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UXAT02;g__Defluviicoccus;s__,MiDAS Global
021-CZ-11.bin.2.349,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__,MiDAS Global
021-CZ-11.bin.2.353,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__JAAXWV01;s__,MiDAS Global
021-CZ-11.bin.2.359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis,MiDAS Global
021-CZ-11.bin.2.363,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA12015;f__UBA12015;g__VGTK01;s__,MiDAS Global
021-CZ-11.bin.2.374,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__JAGTJX01;g__;s__,MiDAS Global
021-CZ-11.bin.2.382,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__JADLHZ01;f__JADLHZ01;g__;s__,MiDAS Global
021-CZ-11.bin.2.383,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA6663;g__UBA6663;s__,MiDAS Global
021-CZ-11.bin.2.386,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__FEN-1219;s__,MiDAS Global
021-CZ-11.bin.2.416,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799;g__JACJWR01;s__,MiDAS Global
021-CZ-11.bin.2.425,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,MiDAS Global
021-CZ-11.bin.2.432,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__,MiDAS Global
021-CZ-11.bin.2.435,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAUJDS01;g__;s__,MiDAS Global
021-CZ-11.bin.2.446,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__,MiDAS Global
021-CZ-11.bin.2.448,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__FEN-1173;g__JADKHR01;s__,MiDAS Global
021-CZ-11.bin.2.46,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__,MiDAS Global
021-CZ-11.bin.2.466,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,MiDAS Global
021-CZ-11.bin.2.475,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__UBA5069;s__,MiDAS Global
021-CZ-11.bin.2.476,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__;g__;s__,MiDAS Global
021-CZ-11.bin.2.48,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JANXLV01;s__,MiDAS Global
021-CZ-11.bin.2.480,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__RGVZ01;g__;s__,MiDAS Global
021-CZ-11.bin.2.481,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JAIOQA01;s__,MiDAS Global
021-CZ-11.bin.2.492,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__,MiDAS Global
021-CZ-11.bin.2.495,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__FEN-1191;s__,MiDAS Global
021-CZ-11.bin.2.498,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__,MiDAS Global
021-CZ-11.bin.2.499,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAKFYE01;g__;s__,MiDAS Global
021-CZ-11.bin.2.501,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__,MiDAS Global
021-CZ-11.bin.2.510,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,MiDAS Global
021-CZ-11.bin.2.513,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__JANYCD01;s__,MiDAS Global
021-CZ-11.bin.2.518,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__CAIXSY01;g__;s__,MiDAS Global
021-CZ-11.bin.2.52,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAPLGZ01;s__,MiDAS Global
021-CZ-11.bin.2.520,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__,MiDAS Global
021-CZ-11.bin.2.543,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.546,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__,MiDAS Global
021-CZ-11.bin.2.547,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__,MiDAS Global
021-CZ-11.bin.2.551,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__SXOA01;s__,MiDAS Global
021-CZ-11.bin.2.568,d__Bacteria;p__Bacteroidota;c__JABWAT01;o__JABWAT01;f__JABWAT01;g__JAFLBE01;s__JAFLBE01 sp020161835,MiDAS Global
021-CZ-11.bin.2.572,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JABWBC01;s__,MiDAS Global
021-CZ-11.bin.2.576,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__B10-G4;g__;s__,MiDAS Global
021-CZ-11.bin.2.583,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JAEUOS01;g__CANJDH01;s__,MiDAS Global
021-CZ-11.bin.2.587,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__JABDFU01;f__JABDFU01;g__;s__,MiDAS Global
021-CZ-11.bin.2.59,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__;s__,MiDAS Global
021-CZ-11.bin.2.590,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA2023;g__JABFSX01;s__,MiDAS Global
021-CZ-11.bin.2.591,d__Bacteria;p__Omnitrophota;c__Omnitrophia;o__Omnitrophales;f__Aquincolibacteriaceae;g__ZLKRG04;s__,MiDAS Global
021-CZ-11.bin.2.592,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__,MiDAS Global
021-CZ-11.bin.2.593,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__UBA1568;s__,MiDAS Global
021-CZ-11.bin.2.595,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__JAATET01;g__JAATET01;s__,MiDAS Global
021-CZ-11.bin.2.602,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__JAGTJX01;g__;s__,MiDAS Global
021-CZ-11.bin.2.603,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA2023;g__JABFSX01;s__,MiDAS Global
021-CZ-11.bin.2.618,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__,MiDAS Global
021-CZ-11.bin.2.62,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__,MiDAS Global
021-CZ-11.bin.2.625,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__;s__,MiDAS Global
021-CZ-11.bin.2.636,d__Bacteria;p__Bacteroidota;c__JABWAT01;o__JABWAT01;f__;g__;s__,MiDAS Global
021-CZ-11.bin.2.647,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Polyangium;s__,MiDAS Global
021-CZ-11.bin.2.65,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__;s__,MiDAS Global
021-CZ-11.bin.2.654,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__SKUG01;g__JAGQUL01;s__,MiDAS Global
021-CZ-11.bin.2.666,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JABWBC01;s__,MiDAS Global
021-CZ-11.bin.2.667,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA2396;s__,MiDAS Global
021-CZ-11.bin.2.671,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__JAEUTH01;s__,MiDAS Global
021-CZ-11.bin.2.672,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__;s__,MiDAS Global
021-CZ-11.bin.2.680,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Opimibacter;s__Opimibacter iunctus,MiDAS Global
021-CZ-11.bin.2.691,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__UBA5069;s__,MiDAS Global
021-CZ-11.bin.2.72,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JACRIN01;s__JACRIN01 sp020847695,MiDAS Global
021-CZ-11.bin.2.74,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAHFDV01;s__,MiDAS Global
021-CZ-11.bin.2.75,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__JAOAFZ01;s__,MiDAS Global
021-CZ-11.bin.2.83,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAGFJO01;g__;s__,MiDAS Global
021-CZ-11.bin.2.89,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__,MiDAS Global
021-CZ-11.bin.2.91,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JADJWH01;f__JADJWH01;g__JADJWH01;s__,MiDAS Global
021-CZ-11.bin.2.92,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__JAIBBU01;g__;s__,MiDAS Global
021-CZ-11.bin.3.1037,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__CAIXRL01;s__,MiDAS Global
021-CZ-11.bin.3.1102,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
021-CZ-11.bin.3.114,d__Bacteria;p__Planctomycetota;c__B15-G4;o__B15-G4;f__SIAN01;g__SIAN01;s__SIAN01 sp016795285,MiDAS Global
021-CZ-11.bin.3.1172,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__,MiDAS Global
021-CZ-11.bin.3.1204,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__,MiDAS Global
021-CZ-11.bin.3.1208,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Paludibaculum;s__,MiDAS Global
021-CZ-11.bin.3.1214,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Paracaedibacterales;f__VGCI01;g__VGCI01;s__,MiDAS Global
021-CZ-11.bin.3.125,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__JAJFMA01;g__;s__,MiDAS Global
021-CZ-11.bin.3.1266,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__,MiDAS Global
021-CZ-11.bin.3.1280,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp018060485,MiDAS Global
021-CZ-11.bin.3.1309,Unclassified Bacteria,MiDAS Global
021-CZ-11.bin.3.1450,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__,MiDAS Global
021-CZ-11.bin.3.1479,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__SZUA-149;f__JADYYL01;g__;s__,MiDAS Global
021-CZ-11.bin.3.1578,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__PWPN01;g__;s__,MiDAS Global
021-CZ-11.bin.3.1592,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__,MiDAS Global
021-CZ-11.bin.3.1653,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__UBA10799;g__JACJWR01;s__,MiDAS Global
021-CZ-11.bin.3.1657,d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA923;g__;s__,MiDAS Global
021-CZ-11.bin.3.1680,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__CAINDO01;s__,MiDAS Global
021-CZ-11.bin.3.182,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__JAUYMM01;s__,MiDAS Global
021-CZ-11.bin.3.271,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__JAIUOG01;s__,MiDAS Global
021-CZ-11.bin.3.489,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__J093;g__DSVZ01;s__,MiDAS Global
